STRUCTURE_NUMBER_008,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,MIN_CONDITION,Infrastructure_Risk
30217,1,1,00075,0,1,21,0,'FAKA UNION CANAL','I-75 (SR-93) NB','10.2MI E OF CR-951 MM91.2',99.99,64.755,1,3175000.0,0.0,26091161,81312358,1,4,1,1,1,1990,2,0,13426,2021,6,11.6,0,0,0,0,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,3,0,12.2,12.2,33.5,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,8.0,,1,52.3,1,31.4,7,7,N,5,8,8,,0.0,321,24,N  ,Y24,N  ,,221.0,,0.0,0.0,0.0,1,R,1,1,0,0,2,6,0,0,13,1,,8,23293,2043,0.0,,7,438.85,7.0,Low
30218,1,1,00075,0,1,21,0,'Canal 003','I-75 NB (SR-93)','9.1MI W OF SR-29 MM89.2',99.99,61.504,1,3175000.0,10.0,26091186,81292635,1,4,1,1,1,1990,2,0,13426,2021,6,12.2,0,0,0,1,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,4,0,12.2,12.2,39.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,52.3,1,31.4,7,7,N,5,8,8,,0.0,321,24,N  ,Y24,N  ,,221.0,,0.0,0.0,0.0,1,R,1,1,0,0,2,6,0,0,13,1,,8,23293,2043,0.0,,7,518.76,7.0,Low
30219,1,1,00075,0,1,21,0,'Wildlife Crossing 215','I-75 NB (SR-93)','7.3MI W OF SR-29 MM87.8',99.99,59.176,1,3175000.0,0.0,26091212,81280233,1,4,1,1,1,1990,2,0,13426,2021,6,12.2,0,0,0,0,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,1,52.3,1,31.4,7,7,N,5,N,8,,0.0,321,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,2,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30220,1,1,00075,0,1,21,0,'TURNBACK SLOUGH','I-75 (SR-93) NB','6.1MI WEST OF SR-29',99.99,57.259,1,3175000.0,0.0,26091283,81265331,1,4,1,1,1,1990,2,0,13426,2021,6,12.2,0,0,0,0,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,1,52.3,1,31.4,7,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,2,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30221,1,1,00075,0,1,21,0,'PENNINGTON CAMP WC X 4','I-75/SR-93 SB','5.4 MI WEST OF SR-29',99.99,55.651,1,3175000.0,0.0,26091214,81255529,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30222,1,1,00075,0,1,21,0,'PENNINGTON CAMP WC X 4','I-75/SR-93 NB','5.4 MI WEST OF SR-29',99.99,55.651,1,3175000.0,0.0,26091329,81255533,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,0,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30223,1,1,00075,0,1,21,0,'KOJAK CREEK','I-75/SR-93 NB','4.7 MI WEST OF SR-29',99.99,54.354,1,3175000.0,0.0,26091358,81250926,1,4,1,1,1,1989,2,0,13426,2021,5,12.2,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,8,0,12.2,9.1,73.2,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,8.0,,3,32.6,3,25.1,6,7,N,5,8,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,0,0,0,13,1,,5,23293,2043,0.0,,7,958.92,7.0,Low
30224,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-6','I-75/SR-93 SB','4.2 MI WEST OF SR-29',99.99,53.94,1,3175000.0,0.0,26091254,81245361,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,45.4,1,27.2,6,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30225,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-6','I-75 NB','4.2 MI WEST OF SR-29',99.99,53.94,1,3175000.0,0.0,26091369,81245372,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,28.6,3,22.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30226,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-7','I-75 SB (SR-93)','3.6 MI WEST OF SR-29',99.99,52.967,1,3175000.0,0.0,26091299,81241848,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30227,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-7','I-75 NB (SR-93)','3.6 MI WEST OF SR-29',99.99,52.967,1,3175000.0,0.0,26091415,81241848,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30228,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-8','I-75 SB (SR-93)','3.2 MI WEST OF SR-29',99.99,52.263,1,3175000.0,0.0,26091338,81235316,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30229,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO-8','I-75 NB (SR-93)','3.2 MI WEST OF SR-29',99.99,52.263,1,3175000.0,0.0,26091460,81235300,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,42.5,1,25.5,6,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,0,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30230,1,1,00075,0,1,21,0,'NUNYA CREEK','I-75 NB (SR-93)','2.7 MI WEST SR-29',99.99,51.361,1,3175000.0,0.0,26091509,81232133,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,8,0,12.2,9.1,73.2,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,8.0,,3,32.6,3,25.1,6,7,N,5,9,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,0,0,0,13,1,,8,23293,2043,0.0,,7,958.92,7.0,Low
30231,1,1,00075,0,1,21,0,'SLOANS CROSSING WC-10','I-75 SB (SR-93)','2.2MI W OF SR-29',99.99,50.409,1,3175000.0,0.0,26091455,81224645,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30232,1,1,00075,0,1,21,0,'SLOANS CROSSING WC-10','I-75 NB (SR-93)','2.2MI W OF SR-29',99.99,50.409,1,3175000.0,0.0,26091570,81224643,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30233,1,1,00075,0,1,21,0,'FIREBIRD CANAL','I-75 NB (SR-93)','1.6MI WEST OF SR-29',99.99,49.55,1,3175000.0,0.0,26091622,81221554,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,4,0,12.2,12.2,39.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,44.8,1,26.9,6,7,N,5,9,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,0,0,0,13,1,,5,23293,2043,0.0,,7,518.76,7.0,Low
30234,1,1,00075,0,1,21,0,'SHANNAS CROSSING WC 12','I-75 SB (SR-93)','1MI W/O SR-29',99.99,48.552,1,3175000.0,0.0,26091574,81213949,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,0,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,42.5,1,25.5,6,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,0,1,0,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30235,1,1,00075,0,1,21,0,'SHANNAS CROSSING WC 12','I-75 NB (SR-93)','1MI W OF SR-29',99.99,48.552,1,3175000.0,0.0,26091683,81213952,1,4,1,1,1,1989,2,0,13426,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,2,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,3,31.2,3,24.0,5,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,0,1,6,0,0,13,1,,N,23293,2043,0.0,,7,479.46,7.0,Low
30237,7,0,00000,0,1,21,26300,'GOLDEN GATE MAIN CANAL','52ND AVE SE','0.6MI W OF EVERGLADES BLV',99.99,0.0,0,3000000.0,0.0,26082990,81331910,3,3,11,11,9,1990,2,0,20,2021,5,6.1,0,0,0,0,0,1,1,5,0,0.0,0.0,A,1,5,5,1,0,0,3,0,9.8,12.2,30.5,0.0,0.0,9.8,10.6,99.99,N,0.0,N,0.0,0.0,6.0,6.0,7.0,8.0,,1,62.4,1,34.9,6,8,N,5,9,8,,0.0,921,24,N  ,Y24,N  ,,821.0,,0.0,0.0,0.0,0,N,2,0,0,0,1,0,0,0,50,0,,8,24,2041,0.0,,6,323.3,6.0,Medium
30238,7,0,00000,0,1,21,26300,'FAKA UNION CANAL','52ND AVE. SE','1.2MI E OF EVERGLADES BL',99.99,0.0,0,3000000.0,0.0,26083130,81312320,4,3,11,11,9,1990,2,0,20,2021,5,5.5,0,0,0,0,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,3,0,9.8,12.2,36.6,0.0,0.0,9.8,10.7,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,57.2,1,34.3,7,8,N,5,7,8,,0.0,921,24,N  ,Y24,N  ,,821.0,,0.0,0.0,0.0,0,N,2,0,0,0,2,0,0,0,50,0,,5,24,2041,0.0,,7,391.62,7.0,Low
30239,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO.13','I-75 NB (SR-93)','2.2MI E OF SR-29',99.99,43.533,1,3175000.0,0.0,26091862,81183831,1,4,1,1,1,1990,2,0,11750,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,1,54.3,1,32.5,7,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,1,0,2,6,0,0,18,1,,N,20386,2043,0.0,,7,479.46,7.0,Low
30240,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO.13','I-75 SB (SR-93)','2.2MI E/O SR-29',99.99,43.533,1,3175000.0,0.0,26091755,81183825,1,4,1,1,1,1991,2,0,11750,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,1,54.3,1,32.5,7,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,1,0,2,6,0,0,18,1,,N,20386,2043,0.0,,7,479.46,7.0,Low
30241,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 14','I-75 NB (SR-93)','3.1MI E OF SR-29',99.99,41.949,1,3175000.0,0.0,26091927,81174121,1,4,1,1,1,1990,2,0,11750,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,6.0,6.0,8.0,,,1,58.2,1,34.8,6,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,1,0,2,0,0,0,18,1,,N,20386,2043,0.0,,6,479.46,6.0,Medium
30242,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 14','I-75 SB (SR-93)','3.1MI E OF SR-29',99.99,41.949,1,3175000.0,0.0,26091814,81174116,1,4,1,1,1,1991,2,0,11750,2021,6,12.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,,,1,54.3,1,32.5,7,7,N,5,N,8,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,1,0,2,6,0,0,18,1,,N,20386,2043,0.0,,7,479.46,7.0,Low
30243,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 15','I-75 NB','4.1 MI E OF SR-29 (MM76)',99.99,40.396,1,3175000.0,0.0,26091981,81164542,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,1,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.3,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,58.2,1,34.8,7,7,N,5,N,8,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,4,0,2,0,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
30244,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO.15','I-75 SB','4.1MI E OF SR-29 (MM76)',99.99,40.396,1,3175000.0,0.0,26091871,81164534,1,4,1,1,1,1991,2,0,11000,2022,6,11.3,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.3,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,53.5,1,32.0,7,7,N,5,N,8,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,4,0,2,6,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
30245,1,1,00075,0,1,21,0,'CR-839 & TURNER RIVER','I-75 NB','4.7MI E OF SR-29',99.99,39.085,1,3175000.0,0.0,26092027,81155899,1,4,1,1,1,1990,2,2,11000,2022,6,11.3,0,0,0,1,0,1,0,5,0,0.0,0.0,A,1,6,5,2,0,0,2,0,12.2,31.7,63.3,0.0,0.0,12.2,13.1,99.99,H,4.87,H,5.0,0.0,7.0,7.0,8.0,8.0,,1,88.8,1,39.6,7,7,7,5,9,8,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,4,0,1,0,0,0,18,1,,8,19085,2042,0.0,,7,829.23,7.0,Low
30246,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 16','I-75 NB','5.4 MI E OF SR-29 (MM75)',99.99,38.275,1,3175000.0,0.0,26092197,81152903,1,4,1,1,1,1991,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,6.0,6.0,7.0,,,2,49.9,2,34.5,6,7,N,5,N,7,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,4,0,2,6,0,0,18,1,,N,19085,2042,0.0,,6,479.46,6.0,Medium
30247,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO. 16','I-75 SB','5.4MI E OF SR-29 (MM76)',99.99,38.275,1,3175000.0,0.0,26092089,81152866,1,4,1,1,1,1991,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,56.5,1,33.9,7,7,N,5,N,7,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,4,0,2,0,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
30248,1,1,00075,0,1,21,0,'WILDLIFE X-ING 17','I-75 NB','5.8 MI East OF SR-29',99.99,37.501,1,3175000.0,0.0,26093619,81150648,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,52.3,1,31.4,7,7,N,5,N,7,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,4,0,2,6,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
30249,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 17','I-75 SB','5.8MI E OF SR-29',99.99,37.501,1,3175000.0,0.0,26093531,81150562,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.2,12.2,36.6,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,6.0,6.0,8.0,,,1,56.5,1,33.9,6,7,N,5,N,7,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,4,0,2,6,0,0,18,1,,N,19085,2042,0.0,,6,479.46,6.0,Medium
30250,1,1,00075,0,1,21,0,'EAST HINSON SLOUGH','I-75 NB (SR-93)','6.4 MI EAST OF SR-29',99.99,36.624,1,3175000.0,0.0,26095473,81144278,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,4,0,12.2,12.3,49.1,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,8.0,,1,52.3,1,31.4,7,7,N,5,8,8,,0.0,322,24,N  ,Y24,N  ,,322.0,,0.0,0.0,0.0,1,R,1,1,4,0,2,6,0,0,18,1,,8,19085,2042,0.0,,7,643.21,7.0,Low
30251,1,1,00075,0,1,21,0,'EAST HINSON SLOUGH','I-75 SB (SR-93)','6.4MI EAST OF SR-29',99.99,36.624,1,3175000.0,0.0,26095373,81144231,1,4,1,1,1,1966,2,0,11000,2022,5,11.3,0,0,0,1,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,4,0,12.2,12.3,49.1,0.0,0.0,12.2,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,6.0,7.0,,1,52.3,1,31.4,6,7,N,5,8,8,,0.0,322,24,N  ,Y23,N  ,,322.0,,0.0,0.0,0.0,1,L,1,1,4,1991,2,6,0,0,18,1,,8,19085,2042,0.0,,6,643.21,6.0,Medium
30252,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 19','I-75 NB (SR-93)','7.1MI E OF SR-29 (MM73)',99.99,35.586,1,3175000.0,0.0,26095895,81140603,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.1,12.2,36.6,0.0,0.0,12.1,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,56.5,1,33.9,7,6,N,5,N,8,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,4,0,2,0,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
30253,1,1,00075,0,1,21,0,'WILDLIFE CROSSING NO 19','I-75 SB','7.1MI E OF SR-29 (MM73)',99.99,35.586,1,3175000.0,0.0,26095780,81140595,1,4,1,1,1,1990,2,0,11000,2022,6,11.3,0,0,0,1,0,1,0,5,N,0.0,0.0,A,1,0,5,1,0,0,3,0,12.1,12.2,36.6,0.0,0.0,12.1,13.1,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,,,1,53.5,1,32.0,7,6,N,5,N,8,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,4,0,2,6,0,0,18,1,,N,19085,2042,0.0,,7,479.46,7.0,Low
